,comment,label
930,The voucher i have cannot be use to book flights. How pathetic. I Tried contacting by email and phone calls no answer. Now my €600 voucher is going to be wasted. 😠,Negative
931,i sent your facebook a message but still no response. this is with regards to the refund i have been waiting for. hope we can get a response as soon as possible.,Negative
932,Not recieved the refund as yet. Been more then 3 months.,Negative
933,"This is a worse Customer experience I had.  Trip beam owes me 346*2 = 692.00 They want me to pay 100.00 to pay consolidation fees or not sure what is this,  to get a refund from the airline but I never had like this experience with anyone else. THEY have their own set of rules which we are not aware of. I am not sure but I will be going to do but I will be going tp higher authorities to get my right. HOPE I can -start as well. If anyone wants to help me please contact gurwinder9047 ---at the rate --gmail.com",Negative
934,Shikha and Devender have helped me a lot thorough booking flights back to India for my parents. In these trying times they made the whole process a breeze. Shikha helped me in getting the ticket for the best available price. When I told her that a similar ticket is available for a lower price she called me again and reduced the price for me. I have dealt with many people throughout my life but have never come across such a customer friendly place. I have been using trip since 2017 and my trust has just grown in the company. Thank you !!,Postive
935,I never recommend trip beam . I had bad experiences . Still I am waiting to get a response from them about the flight cancellation. They are eating people’s money,Negative
936,I have been traveling with tripbeam for couple years and they helped me out in finding good flights in better price.,Postive
937,Raj was very responsive and provided excellent options even with the covid-19 situation,Postive
938,great service. best customer centric service,Postive
939,Worst customer service ever. Rates are horrible too. Will never go with them.,Negative
940,"Worst site , Never Go for booking here, During the crisis situation , When asked about flight information they are very rude and say contact airlines, When clearly they are the vendors. Will never ever book tickers from this site",Negative
941,My experience is as always great with Trip Beam. I was in touch with Raj and Narender. Both were extraordinarily helpful throughout the booking process. I will go with them in future also.,Postive
942,Puneet Raj did a great customer friendly service to fulfill my need within short time as I had to book ticket and trying to find best deal. He allowed me to negotiate and tried some discount coupon to meet my budget.,Postive
943,"I Have been using Tripbeam in the last 4 years and done more than 10 booking with them and referred many friends. Every time its a new experience and your expectation keeps going up.  This time, I booked 4 tickets for my family and NARENDER was the agent who dealt with me. As a customer it was DELIGHT. My booking was complicated with Multiple locations in India and each traveler travelling on different dates but the kids since they are minor need to be tagged with the Adult blah blah .... He was so patient, humble and very helpful. Over all we were very satisfied. And I should also mention that if not the lowest prices, they were the best i could have got with the complication in travel logistics I had. Thank You NARENDER. Wish you all the very best. And thank You Tripbeam.",Postive
944,Neha Sharma is very nice and she helped for getting my ticket with my budget and for my comfortable journey. she was very helpful.thanks.,Postive
945,"Naveen Singh has been extremely professional, patient and helpful in terms of understanding and explaining the details of the trip. It was a trip finalized within few minutes and well driven to closure",Postive
946,Both Ashish Dhroach and Naveen Singh help me in all ways to book a flight of choice. Helped me to choose suitable flight patiently. Very responsive to calls and emails. Thank You.,Postive
947,Trisha helped me in a polite way .. She has lot of patience and she got me a good deal,Postive
948,Puneet Raj helped me through out . He got me the best deal . Thanks,Postive
949,"Payal Arora helped me in booking my tics to India. Tripbeam is a good source for booking flight tics to India. Also the representatives are very helpful, especially Payal . She was very soft spoken and giving me proper details about the fare and details about flight",Postive
950,"Avoid Tripbeam for your travels needs . They are expensive more time consuming for any support you need. This is my worst experience , I bought tickets through them , but actually it is more expensive than buying direct from Airline( Customer support of the Airline confirmed me all details ) . They always says they will beat / match the price, but they never match / beat the price. They never respond to your needs after you bought the tickets from them. Try to avoid Vaishali / Christie as a whole try to avoid buying your travel needs from Tripbeam",Negative
951,"Recently I had to visit India on some urgent matters that too within just 3-4 days of notice. Here I would like to mention Narendar, who helped me immensely in finding the best possible deals even though everywhere the ticket prices were skyrocketing. Thanks Narendar for your help & Thanks TripBeam as well, I know I could count on you folks.. :))",Postive
952,"I was looking for ticket from US to India and already tried so many options. Finally one of my friend referred me to TripBeam and it was worth the shot. The customer service executive ""Naveen Singh"" was very helpful. She helped me with my queries and walked me through all possible options and patiently worked on numerous requests of different destinations. Appreciate all her work. Last but not the least, she provided me with best option flight within my budget and 250$ lower than other sites. Kudos to Naveen and TriPBeam !! I will be booking my next flight from TripBeam for sure.",Postive
953,"There is very little support, no refund has been given after 3 months and I have now had to go through the courts to get my refund. AVOID AVOID AVOID!!!!",Negative
954,Absolutly impossible to get the connection flight. Why Do you offer flight where you can't book the luggage through?,Negative
955,Very helpful ! Thank you.,Postive
956,"Huge problems with this website! On our outbound flight I didn't receive my boarding passes until four hours before the flight which was quite stressful as I didn't know if I was checked in or not. On the return flight home the booking numbers they sent me are wrong and don't match up with the airlines check In services. When I called flyhacks to try remedy the situation they emailed me one of the two tickets I needed. Absolutely the worst flight booking website, I would not recommend this service and can't wait for my holiday to be over so I can put this terrible experience behind me.",Negative
957,"Michele is simply amazing. The customer service she gives is fantastic - fast response, flexibility, attending to your real needs, and tons of patience. And, if there is an issue, like a need to cancel at the last minute, she is there for you to solve the problem. And, although she is great with multicity itineraries, she also has great fares for direct flights, so it is always good to ask her before booking.",Postive
958,Beware: If your flight gets canceled you will lose 25% of your ticking price! Over 900 registered complaints!,Negative
959,***Update*** The advice provided in response to my review is incorrect as the baggage allowance you claim WizzAir allow is incorrect and they only allow 40x30x20 (not 55x40x23 as you claim). This is something you really need to correct as we were out of pocket for what would have been a minor additional expense had we known better. *** Seems like an excellent service but we were blindsided by extra luggage costs. All our flights on easy jet gave us a typical cabin bag but with WizzAir it was not made clear that we needed to upgrade this. In the end it led to issues boarding and a £50 bill. Be very cautious when using this website without first double checking the Terms and Conditions of the carrier. To Flyhacks I say that you need to incorporate these prices and provide greater detail as clearly the cheaper prices you claim to offer are not accurate.,Negative
960,"Run away from this company!! Once you book with them they will overcharge you for any extra you need: luggage, seat, etc. In our case we needed a priority board with Ryanair that costs between 6 and 8 euros and they charged us 19. Good that we didn't need to check-in any luggage!",Negative
961,"I am not used to complaining but my first experience with Flyhacks make me absolutely angry. I bought a flight (with one connection between) that it was saying that include 2 luggage (10 kg). When I receive my boarding pass, it was specific that I could have just a small personal bag that fits under the seat. If I wanted more I needed to spend more 20 pounds per usual trolley and it would end it up to 40 pounds because I do a change/connection so it is considered 2 travels. It all would be fine if the company clearly explained the luggage terms correctly. I don't think ""hand luggage (10kg) should be the term used for a small personal bag that fits under the seat. I just realise one day before my flight that I can't have basically any luggage. So frustrating when I paid a lot for this flight",Postive
962,fast and concise email support ⭐️⭐️⭐️⭐️⭐️,Negative
963,Amazing !! Really good prices and effective and efficient. Thank you for answering my query very quickly.,Postive
964,"Fantastic service. Used them for the first time to book a much cheaper flight deal than anywhere else. Was surprised by the ease of their website, booking process and their tone of voice in their comms made me smile. I always felt informed the status of my flights and they even checked in for me. Will recommend to anyone else looking for good deals made easy!",Postive
965,I am really happy with the faster answer that I received when I need information. Employers of flyhacks are very kind and help you very well by telephone or by email. I recommend this service to everybody!!,Postive
966,"I was flying to Liverpool to catch a connection flight and my first flight was delayed by an hour causing me to miss the second flight. I contacted customer support for a solution and they replied immediately and resolved all problems. Amazing customer service, I won’t buy another flight if it’s not through Flyhacks again 🥳 Special thanks to lifesavers Olha, Svitlana and Alex S for their speedy and fantastic customer service. Thank you!!",Postive
967,Very easy to use and customer service is excellent,Postive
968,"Great support, great prices, thanks from a french student !",Postive
969,Very very kindly call center. They helped me with a problem very fast and profesionell. It was my first book via flyhacks but i am very satisfied.,Postive
970,Awesome service!!! Fast delevery and great phone support.,Postive
971,We got the best help one could with with great patience and kindness. Sergej Kovall helped us in the best way possibile,Postive
972,"Excellent service ! Thank you , Michele !",Postive
973,Excellent service! Michele has helped us with business and first class tickets to Europe on many occasions! I would highly recommend. Prices and service are wonderful!,Postive
974,"All was good, no complaints, got great service, prompt and clearly well done",Postive
975,The greatest service in the history of mankind ever since Amelia Earhart there’s never been anything like it,Postive
976,"Michele is incredible to work with! She’s on top of every detail and we’ve used her for many flights to Europe! More importantly, when there’s a problem, she’s right there to smooth out the bumps!! Have recommended her to all my friends!!",Postive
977,She was amazing!!!! Over the top service!!!!!,Postive
978,Very professional Very courteous Excellent customer service,Postive
979,Excellent service. Very happy. Will definately use again,Postive
980,"I was looking for two  Business Class seats and emailed My Luxury Flights with my schedule.  I didn't expect much, but I heard back from them right away and they were able to get the flight I wanted at a very good price. A few days later, the airline had changed their schedules and Michele from Luxury phoned me with two options that were actually much better return flights.  I will use them again.",Postive
981,efficient and timely service. highly recommend.,Postive
982,Worst customer service ever. They have no communication and ignore you.,Negative
983,This company is a bunch of scam artists that steal your money. Update: I’ll just say the famous skybooker line when a question is asked ummm... give me 24hours. I may or may not have an answer Update #2 apparently Skybooker thinks all there bad reviews are from a competitor.,Negative
984,"Sky Booker truly helped me and my family get to Calgary the most fastest and economical fessaible way possible, the customer service was resourceful and friendly and helped make our trip easy to juggle. I would highly recommend this to anyone looking for a well run airline agency.",Postive
985,We booked a flight for a group of 8 through skybooker. It was managed very well and we had no troubles in getting our tickets and managing the seats.,Postive
986,"What can I say... If Covid-19 hadn't ruined global travel, I probably wouldn't be writing a review at all. This company was extremely difficult to get a refund processed through, even after all the mandates, laws, and even airlines saying they would offer full refunds to anyone, regardless of the ticket type. I had one international flight fully canceled by the airline, and a schedule change that would have changed a 2 hour layover into a 10 hour layover, as well as another schedule change that added a stop to my 1-stop return (ignoring the fact that I couldn't even travel from Europe to this city due to new flight restrictions). Even after this, it still took multiple demands and emails to get someone to process a refund for my family. That was June 23 and now its August 10. I still don't have my $3500 airfare refund on my credit card (Also, this was not the total fare amount I was initially shown, I was quoted a higher fare, which turned out to be full of service fees). I will NEVER use this company again, and probably not any other 3rd party booking company that does not disclose the amount of fees upfront. I will probably be out $500 of ""service fees"" that I will have to go through my credit card company to try and recover.",Negative
987,"COVID related.   When all of this started, I called the company to learn what our options were.  At that time, the representative advised that we could cancel our reservation, but that would cost us a penalty. He also stated that, if the flights were cancelled, we could call in for a full refund.  Because of this, I decided to wait until the cancellation. Our flight to Europe in July was cancelled at the end of June.  When I found this out (through my own research), I called the company and was advised that I could get a refund or a credit on a future flight, but had to have the voucher redeemed by January 2021.  Since I didn’t know when the concerts that we were going to would be rescheduled, I opted for the refund even though they advised that the reimbursement would take up to 90 days.  At the time, no mention was made of fees that would be taken out.  Today, I got the following email: In regards to your reservation, you can either get a refund of $1810.44 or else future credit for the paid amount valid for 2 years from the date of purchase which can be used to rebook an international trip to Europe. Kindly decide and let us know to proceed further. Thank you, Frank Jones Skybooker.com The amount offered is significantly less than what we paid and is less than what it would have been in April when I initially called.  I feel I have been lied to by this company.  Please beware!!",Negative
988,"My wife and I have had a horrible experience with this company Skybooker. I would not recommend this company not even to my worst enemy. They refuse to communicate cancelled our flight without permission made us pay fees since they took it upon themselves to cancel our flights without our permission and didn't inform us we wouldn't get a full refund. WHY WOULD A CUSTOMER HAVE TO PAY FEES WHEN A COMPANY CANCELLED THE FLIGHT WITHOUT THERE PERMISSION? why would the customer have to take the lost on that? shouldn't the company that cancelled our flights without permission be the one to lose the money? not the customer? My wife has spent hours and hours of stressing due to this company taking our $1,020. really wish this company would admit there mistake and gives us our money back. Note: I'm the husband so I'm allowed to state my experience of you guys since I'm another person. so this is not a duplicate review. Two different people that bought 2 tickets under SRDAD7",Negative
989,"worst customer service experience i have ever experienced they cancelled my flight without my permission and wont give me my money back...they now ignore me and there excuse is that im working for a competitor?? no clue where they got that from cause i am not... please give me my full refund since you cancelled my flight without my permission... thank you. So skybooker reaching out via social media since you refuse to respond to my emails or take and return my calls. WHY did you cancel my flight without my permission? Also, since i never gave you permission to cancel my flight where is my money? Why should i have to pay fees when you cancelled my flight without communicating that i wouldn't get a full refund? i was trying to get a travel voucher but they wanted to charge me another $1000 to use my voucher. but if i went online and booked on there site it was actually $80 less then the voucher? they never explained to me why i had to pay another $1000 to use my travel credit of $1474.90. They ignored me and  cancelled my flight made ME pay fees when i gave them no permission to cancel my flight. Maybe Skybooker will do the right thing and refund me all my money you owe me which is $1,020. PRN SRDAD7 UPDATE: I AM QUITE SICK OF YOU guys of accusing me of being a competitor what evidence do you have of this? NONE cause im not its your excuse to ignore me. I am also sick of you accusing me of writing duplicate reviews??? as you anyone can see there is none you just provide and poor service which results in bad reviews... provide good customer service skills and stop taking money from people and you will have good reviews....",Negative
990,This is a horrible company with poor customer service! Stay AWAY! They canceled and changed our flights without notification. It was impossible to get in touch with them and after 5 calls and holding for long periods of time they refused to refund our full flight price. DO NOT book with this company! Also according to the BBB website this company is not accredited by the Better Business Bureau. BEWARE!,Negative
991,Update:  Skybooker reached out and we were able to resolve the dispute.  Thank you for addressing the issue.,Postive
992,"When Covid-19 happened and the flights were cancelled we called Skybooker to get our full refunds. We were told that we would not receive a full refund. The amount quoted  as a fee on each of the 8 tickets we bought was way more than we were willing to loose. After arguing over the phone we finally got to talk to a ""manager"", who told us that a calculation error had been made, and that the amount deducted was less. We were also told that it was because they had to pay fees to the Airline that the amount was deducted. Interestingly enough, the same procedure happened to our daughter, when she asked for her full refund. We feel that we got lied to and would not trust Skybooker again. In the meantime we finally  received refunds for 5 of the tickets. The others are still missing. Wo we had to search out which ones were missing, and now we have to contact the company again....",Negative
993,"I bought a ticket to fly to Europe through this company and my flight got cancelled because of Covid. I waited three months to get my refund and received only 70% of the price I paid. They charged me 30% of the price of the ticket for their operational costs. Of course, I have never received any information about their costs being as high. So don't let them cheat you like they cheated me.",Negative
994,Scam!!!! my flight was canceled 07/07/20 !!! I contacted skybooker and they offered me two voucher options or another flight with three stops !!!! I asked for my money because they canceled they just gave me a fake cod voucher in the email (reduced by $ 150)! extremely bad experience scam !!!,Negative
995,"Totally unhelpful for Covid related refunds.  They didn’t even know our flight was cancelled when it was cancelled months ago.  We are not legally able to fly right now and are still waiting for our refund. See below for Skybooker snarky response.  My biggest issue here is that we have called Skybooker on at least 5 occasions and you had no idea what was going on.  Insisting a week from our flight date that our flight was not cancelled when the airline canceled months prior.  You are at the minimum disorganized.  The 25% fee you are taking off our refund as your ""service fee"" had zero service behind it.  It took a three way call set up by me for you to finally acknowledge that our flight had been cancelled.  You are a ""travel agency"" with zero customer service and you will keep your unearned service charge because I do not trust that I will be able to use you for future flights.  The fastest response I have gotten from you was your pre-typed answer below.",Negative
996,"I have never dealt with this kind of customer service or lack of it.  They told me to call the airline to release my ticket, which Deta did, so Sky-Tour could make the necessary changes to my destination.  I am going on 24 hours without so much as a peep!   What is so hard about doing your job!!! I am hoping to resolve this issue, but they are slow to respond to any correspondence.  I do not understand how they can quickly take your money then not follow up when you make any request!",Negative
997,Incredibly helpful and friendly. We will use it again.,Postive
998,"Perfection!  Two of us went to Tokyo and Hong Kong for three weeks.  Every flight, departure times & arrival times, were excellent!   Our seat assignments were great! All fantastic & the cost was 25% of what I had priced tickets at.  I used Amex points so that helped.  All I had to do was transfer points into a holding account & Luxury Flights took care of the rest. My 25% amount took into account the points value & cash cost!  Amazing! Thank you Michele & Lux Flts!",Postive
999,Michelle went above and beyond!  I highly recommend this company!,Postive
1000,Best experience ever trying to plan an over seas luxury vacation. We had an incredibly hard time navigating non stop first class flights to Europe and along the web journey hit on luxury flights. We had immediate responses lots of options and Michelle Evets was a superstar. We were skeptical at first but she was spectacular in every way. Giving us our best options for flying and our best prices. We could not have done this without her. I highly recommend my luxury flights and Michele. Cudos to making this so easy for us. In the future I will always do this. Far easier than navigating all the tricky websites on our own.,Postive
1001,"As always, Michele did a great job listening to what we needed and finding some flights that both fit our dates and our desired budget. She is responsive and a pleasure to work with!!! I highly recommend using them. You will not be disappointed.",Postive
1002,Great experience.  And I saved almost $3000,Postive
1003,"When I made the call to this site, I was shocked that I actually spoke to an intelligent, vibrant person named Michelle. I had my speaker on the phone and my husband commented on Michell’s telephone presentation. We are so pleased with how easy the planning went. I have referred friends to your site. Thank you for great service.",Postive
1004,Michele was great! Loved working with her. I would definitely ask for her help again.,Postive
1005,Love Michelle. She’s always a big help.,Postive
1006,This is a scam organitzation. You do not understand work ethics. Your speach is shameful since your employers have directely lied to me. You have not gave back a single penny,Negative
1007,"This has been the worst customer service experience of my life... I wish I was exaggerating. My flight was cancelled by British Airways because of coronavirus in March. The policy of the airline at that time was to issue a full refund for the trip. Skybooker confirmed they would refund me within 15-20 days as of April 11th. It is now July 20th and I have spent hours of my husband's and my own time trying to get our money back as promised. We have gotten the run around from several agents, received conflicting information, and have been flat out lied to on several occasions.I would never suggest this company and would rather pay an extra few hundred dollars to not deal with them. Lesson learned - thank you for wasting so much of our time, in already difficult times skybooker agents.",Negative
1008,"In January I booked a flight to go to Italy from US. I paid $ 1,300. The flight was cancelled in May, and they refunded $ 800 keeping $ 500 in fees. When the flight was cancelled we started a discussion about the refund amount; I told them that I couldn't accept  $ 800 out of $ 1,300. We put our conversation on standby for three weeks, waiting for the refund from Lufthansa. And I was waiting to know the amount. When they received the refund from Lufthansa, the $ 800 refund was submitted, communicating to me that after the submission. I've never accepted $ 800, and I hadn't the chance to obtain a full amount credit. I lost $ 500 in fees. Update: they are keeping on saying that they replied to me in previous reviews. But they didn't. That's not true. I LOST $ 500 AND I HADN'T THE CHANCE TO GET A CREDIT Update 2: I can read about hundreds of people who got the same problem. Is anyone interested to propose a legal class action against the company? I'm talking with attorneys. Together it is going to better. My phone number is 832-373-7009. Thanks",Negative
1009,"I am still waiting for a full refund that was communicated to me. My flights were cancelled in March, it is now Mid July. This is a terrible company when it comes to customer service.",Negative
1010,Do NOT use the company. Our flights to Israel were canceled under the advisement of the State Department. And the country of Israel would not allow non-citizens to enter their country due to COVID19. United Airlines refunded both of our tickets to Skybooker to be refunded to us. Not only is Skybooker stating that will be keeping $505 in fees. But now they refuse to give us our money back that United Airlines sent them in good faith on May 3rd (which I have proof of). This is a criminal theft of $1911.12. I even have emails from Skybooker stating they would refund $1911.12 once United sent them the funds. This is not their money and they refuse to refund us. And now they will not even answer our emails. Complete fraud!  Again ... to be clear ... they are holding our funds that United Airlines sent to them on our behalf.These are funds that never even belonged to them. This is THEFT.,Negative
1011,"Fast and excelent service, it took very short time to obtain a response.",Postive
1012,"I had an exceptional experience with Sky-tour's costumer service. In light of COVID 19, they were responsive and extremely helpful. Karem helped me to walk through all the necessary steps to rebook my flights without cost. I had a great experience with them.",Postive
1013,Lied about my flight eligibility for refund. The airline told me I was entitled to a refund due to cancellation and this company is telling me they haven’t and will not refund my money. They also told me that I wasn’t eligible to get credit with another airline that has clear covid 19 guidelines which provide for full credit. I believe there is fraud involved - DO NOT PURCHASE FROM THIS SITE. I lost $500,Negative
1014,Forget the refund of only 10. Theres always technical difficulties when trying to book,Negative
1015,"Please, please, please do not ever use skytours for anything. Not even a horse buggy ride! My flight was canceled and it was crickets- no notice, no help, couldn't see any details on their site. I have been going back and forth (bogus ticket system) trying to get my money back for 6 weeks, still waiting. Seriously, all you get is LIES. First it's ""Oh the airlines are not giving refunds, only vouchers"" LiE #1. Then when you call them out on their BS, they flip it to ""Oh, the airlines are taking 12 months to refund money"" LIE #2 Then, when you call them out on the CONTINUED BS. They try to convince you (push it to no end) to take a voucher because NOW it's ""90 days for a refund"" LIE #3. My Mom bought the same tickets I did directly from airline, it was processed and refunded in 23 days. ALL WITH NO LIES, NO HAGGLING, NO QUESTIONS ASKED, JUST FRIENDLY AND FAST CUSTOMER SERVICE!!! I paid $1,527 USD, there is no way in hell I'm leaving that money behind! I will be calling my credit card company to dispute charges unless I get my money back now. Or maybe I'll get my lawyer sister involved. She's good with LIARS. BTW, when they reply below, you'll have the honor of reading LIE #4. UPDATE: Reply to Response below.. YEP, 29 emails of LIES. My trip was cancelled 6/24. 29 emails of going back and forth and getting nothing accomplished. Thanks for reminding me about how long and how many times I've been aggravated.",Negative
1016,"I have had nothing but trouble with this company. I was due to take a multi-flight with Lufthansa and Jet 2 from Hong Kong to Europe in June. As I could not see Lufthansa flying I asked about getting a refund, they wanted to take over 300 USD off the price of the flight I paid for to give me the refund. I refused and said I would wait for Lufthansa to cancel. When I went on to the Lufthansa site, the booking reference I put in was not recognised, when I asked Sky-tours they just gave me the same reference. I emailed about what I should do as I was not hearing anything about my flight, they told me to ring Lufthansa. When I eventually did get through to Lufthansa after many tries, they told me that Sky-tours had cancelled my flight on the 26th June, days before I had asked them about it. I got back in touch and told them what Lufthansa had said and received the response that it was not them but Lufthansa who had cancelled and that they would look into it with their refund department. Weeks later, with further emails sent, I have received nothing. Apart from the Lufthansa fiasco, Jet 2 cancelled their leg, months ago, refunded me my seat cost immediately, as I had paid this separately and told me they would refund the flight. I told Sky-tours who said they would deal with it, and to send all the Jet 2 paperwork to them. What a surprise, I have not received that money also. This company may think it is getting away with this in the short term, however if they continue this way, they will have no company in the long-term, as who would be able to trust them.",Negative
1017,"You will never actually speak to an agent on the phone. At the 2 minute mark of waiting it'll say that no agent is available to help you and at 2:30 mark the line will hang up. Their insurance is an COMPLETE FRAUD. Coronavirus Guarantee With 100% Money Protection! This protection includes: ✔FREE destination change You may change your destination if the flight to your original destination is canceled. ✔FREE departure change You may change your departure airport to reach your original destination. ✔FREE date change You may change your date should the flight on the booked dates are canceled. ✔FREE airline or airline combination change You may change to another airline if the flight with your original airline is canceled. ✔FREE routing change You may change your route if the original route booked is no longer possible. ✔Assisted Refund We will contact the carrier(s) on your behalf and recover any available refund. We will then return the full refundable amount to you. Please realize that refunds are subject to regulations and policies of carriers. If the carrier does not adhere, we will take action on your behalf. This refund assistance is free of charge for all travelers who book with the Sky-tours Coronavirus Protection Guarantee. All other travelers will be charged a non-refundable fee of US$25.00 (20€). The refund is calculated over the base fare of the ticket, insurance amount and original ticketing fees are non-refundable at anytime Take advantage of these low fares with no risk. Plan your trip now and be assured that you can postpone travel anytime within the next 365 days. BookNOWwith Peace of Mind at historically LOW prices! I asked to have my departure airport changed and they said it's only if cancelled. But, as seen right above, there is no mention of cancellation AT ALL, for what I am looking for. This is a complete scam and I hate that I was taken advantage of during such a difficult time. EDIT: Literally less than 24 hours ago I put in a ticket for a refund about the fraudulent COVID insurance and the ticket has mysteriously been deleted. PLEASE STAY AWAY FROM THIS COMPANY!",Negative
1018,"This is a not a serious company. I have waited for my refund for months and nothing is happening. They do not even know WHEN the refund will occur?? You must have policies for refunds specifying the maximum time it will take?? I won’t wait until Christmas, or until next Easter, that would be a breach of customer rights. The airlines have told me that they do not have any of my money because they sent it back to Sky-tours....! Still NOTHING. Next step is to report them to authorities responsible for these kind of breaches. Hopefully that will do the job;D",Negative
1019,"I phoned this company for a refund due to the flights not taking off due to Coronavirus. However they would not give me a cash refund, despite the Civil Aviation Authority stating that all customers affected by Coronavirus are fully entitled to a cash refund, rather than having to accept vouchers. Instead they blamed American Airlines, saying that they would only provide vouchers. I am so disappointed with the service as it was sky tours that I gave my money to, not American Airlines, and sky tours should be responsible for returning my money. I will be contacting the Civil Aviation Authority about this company.",Negative
1020,Updating - despite the response below I have still NOT received a refund...Awful experience and customer service. They have stated it will be months before I get refunded...which it has been months and still no refund. Total scam...it only took them minutes to take my money. The most ridiculous part - I purchased their insurance package.,Negative
1021,I spoke with Karem who was very responsive and super helpful. Thanks!,Postive
1022,"I have been waiting over nine weeks. No sign of a refund even though I paid for the cancelation fee. I am terribly afraid that Sky Tours is a scam and will not refund me. I will absolutely update this when I receive my refund. Until then, I wait. Nine weeks and counting.",Negative
1023,"Long timer after Corona crisis has effected my flights booked through Sky-tours, they are not refunding my bookings. They are refering me to long waiting time are the airlines. Although many of the people flying with the same flights have gotten a refund for a long time ago.",Negative
1024,"Very competent, thoughtful and great customer service.",Postive
1025,"Sky-Tours is a SCAM. Do not do any sort of business with them. I booked my flight to India and cancelled the outbound because of COVID-19. Its been 5 months now I haven’t received my refund. When I contact them via email (they never pick your call) they said you are only getting $70 in return. Called their Head Office, no one is there to answer you.",Postive
1026,Our flights are cancelled due to corona virus. They stated that they normally refund in 10 weeks and if we pay extra money they would refund in 8 weeks. It has been 14 weeks and they dont even give an information. They act like crooks.,Negative
1027,Immediate fee of 30 Euros for changing any Detail. No information or support regarding Country Entry Guidelines during Corona. Bad and Costly experience. Will never use again.,Negative
1028,"Smooth booking experience, support have been helpful when needed. Thanks Kiwi",Postive
1029,"DO NOT USE I booked flights to Malta using Kiwi and they have been changed 3 times now. My layover now means I can’t check into my air bnb in time. I’ve now been told by BA that my flight has been cancelled. I am trying to get through to Kiwi customer service to get a refund but they won’t answer! I’ve sent them an email but they have ignored that and said we will get back to you within 3 hours, well that was yesterday. I need a refund for the whole amount, I even paid for insurance for this kind of issue but I still can’t get a refund!",Negative
1030,"Shocking : Selling flights out of Johannesburg to London via Harare and Addis Abbaba.  But Harare is closed: You can't transit through. So I loose all the cost of the ticket, since I booked a 'saver' fare.  I don't mind loosing the ticket if it's my fault, but selling a product which is not viable is, knowingly or unknowingly, fraud.",Negative
1031,Scammers and thieves don’t use their website again Flight was cancelled and won’t give me a refund. Contacted the airline carrier and they have confirmed that my money was refunded to Kiwi.com Scammers and thieves!!!! Not recommended it at all.,Negative
1032,"I am extremely frustrated with my experience with Kiwi. I paid over $500 for a one way flight from Manila to San Francisco I’m March and still have not gotten a refund for my purchase since my flights were cancelled due to covid. I’ve been waiting 6 months and still nothing. Customer service has been giving me a run around and not giving concrete answers. I’ve been extremely patient and understand that the situation is unexpected, but 6 months is seriously a long time to wait, and I had to pay EXTRA to request for a refund. This isn’t a 30$ shirt this is over 500$ that could be used for food for the whole month for my family, rent, whatever. I was trying to get Back to my family when I purchased this flight. Now kiwi has left me with nothing, no refund, no support. I will not be using this service again and I advise others NOT to use Kiwi.",Negative
1033,The sold me the ticket of the declined flight. Now im trying to refund my money.,Negative
1034,"Do not use, hopeless. Booked a return flight from Mykonos with one stop over on the return flight, my 2nd flight on my return flight was changed to 8 hours earlier then my connecting flight, called kiwi and were no help whatsoever and Cld not do anything about the flight they changed what was not possible to get, basically meaning they had scammed me and had to get ANOTHER flight. Do not use this website",Negative
1035,Absolutely disgusting approach for the customer. Refusing to refund money for the cancelled flight even I directly contacted to BA that the money has been refunded!! No option to reach them by phone. Be aware of that scam company!!,Negative
1036,"I bought a two separate tickets to go and pick my kids up and bring us back home, it was cancelled a week before my flight for unknown reasons, I only received a $126 “voucher” from my $700 flight! I made other arrangements with a direct airline and made it to my kids. We went to the airport for our flight home only to find out the airline they sold me tickets to (which cost me $1900) doesn’t even fly out of that airport! So now me and my kids are stuck. I called Kiwi who first tried to reschedule my flight with other Connecting airlines, like I’d trust that they wouldn’t screw me over again and I’d be stuck in a foreign country or a random city so, I asked for a refund instead to which they said It’ll be 3 months before I can get one which is complete crap. My advice to anyone thinking of booking with Kiwi is DONT DO IT, if you’re needing a refund your better off calling your bank and explaining what happened to dispute the charges and ask for a stop payment in case they try to swindle more money out of you.",Negative
1037,"Just pray you never need a refund. This company blocks airlines from refunding you and where possible, they keep your cash for themselves. Don't get me wrong, they are a nice set-up and are one of the cheapest out there, but when it counts,  they'll have your pants down.",Negative
1038,I have been waititing. For my money refund since march. You sent Me voucher i havnt asked for . I paid you for getting Me money refound and you keep  ouround With Me. You are a disgrace and should be locked down. I’ll write to you each day and hope you’ll g’et so to-tre of Me tjat you sent Me my money refund i did paid you for.,Negative
1039,"DON'T. EVER BOOK A FLIGHT FROM THIS COMPANY. Listen to what I and many other customers say when we say Kiwi is here to rob your money and leave you with extremely ridiculous policies and no refund, AT ALL. Two of my 4 connecting flights were cancelled, and the company that cancelled them told me through phone they can't issue a refund because Kiwi never issued the payment to buy said tickets. The Customer Service is third-party and they will never help you figure solutions other than the options they already offer you when your travel is cancelled. WORST WEBSITE. Don't waste your money with them. I wasted the little money I had to move back to my home country because I can no longer afford living where I am, and now I have to buy another ticket at full price just so I can get home. Don't make the same mistake as I did and go book somewhere else.",Negative
1040,My daughter was just rippped off by Kiwi.  They booked her family on a airline that doesn't operate at her departing airport. Now they're not going to get back to the UK for quite some time.,Negative
1041,They changed my trip two days before it and they didn’t give other option. Beside this I had the cancel the trip for the COVID pandemic and I just lost my money . Never again . Very disappointed.,Negative
